,Gate fidelity,EPR channel fidelity,Sample index,M_Alice_1,M_Alice_2,M_Bob_1,M_Bob_2,Fidelity
519,1.0,1.0,19,0,1,0,1,1.0
520,1.0,1.0,20,1,0,1,0,1.0
521,1.0,1.0,21,1,0,1,0,1.0
522,1.0,1.0,22,0,1,0,1,1.0
523,1.0,1.0,23,0,1,0,1,1.0
524,1.0,1.0,24,1,0,1,0,1.0
525,1.0,1.0,25,1,1,1,1,1.0
526,1.0,1.0,26,0,0,0,0,1.0
527,1.0,1.0,27,0,0,0,0,1.0
528,1.0,1.0,28,1,0,1,0,1.0
529,1.0,1.0,29,0,0,0,0,1.0
530,1.0,1.0,30,0,1,0,1,1.0
531,1.0,1.0,31,1,0,1,0,1.0
532,1.0,1.0,32,0,1,0,1,1.0
533,1.0,1.0,33,1,0,1,0,1.0
534,1.0,1.0,34,1,0,1,0,1.0
535,1.0,1.0,35,1,1,1,1,1.0
536,1.0,1.0,36,0,0,0,0,1.0
537,1.0,1.0,37,0,0,0,0,1.0
538,1.0,1.0,38,1,0,1,0,1.0
539,1.0,1.0,39,1,0,1,0,1.0
540,1.0,1.0,40,1,0,1,0,1.0
541,1.0,1.0,41,1,1,1,1,1.0
542,1.0,1.0,42,0,1,0,1,1.0
543,1.0,1.0,43,1,0,1,0,1.0
544,1.0,1.0,44,1,0,1,0,1.0
545,1.0,1.0,45,0,1,0,1,1.0
546,1.0,1.0,46,1,0,1,0,1.0
547,1.0,1.0,47,1,1,1,1,1.0
548,1.0,1.0,48,0,0,0,0,1.0
549,1.0,1.0,49,1,1,1,1,1.0
550,1.0,1.0,50,0,1,0,1,1.0
551,1.0,1.0,51,0,0,0,0,1.0
552,1.0,1.0,52,0,0,0,0,1.0
553,1.0,1.0,53,1,1,1,1,1.0
554,1.0,1.0,54,0,0,0,0,1.0
555,1.0,1.0,55,0,0,0,0,1.0
556,1.0,1.0,56,0,1,0,1,1.0
557,1.0,1.0,57,1,1,1,1,1.0
558,1.0,1.0,58,1,1,1,1,1.0
559,1.0,1.0,59,0,0,0,0,1.0
560,1.0,1.0,60,0,0,0,0,1.0
561,1.0,1.0,61,1,1,1,1,1.0
562,1.0,1.0,62,0,0,0,0,1.0
563,1.0,1.0,63,1,1,1,1,1.0
564,1.0,1.0,64,0,0,0,0,1.0
565,1.0,1.0,65,0,1,0,1,1.0
566,1.0,1.0,66,0,1,0,1,1.0
567,1.0,1.0,67,0,0,0,0,1.0
568,1.0,1.0,68,0,1,0,1,1.0
569,1.0,1.0,69,1,1,1,1,1.0
570,1.0,1.0,70,1,1,1,1,1.0
571,1.0,1.0,71,1,1,1,1,1.0
572,1.0,1.0,72,0,1,0,1,1.0
573,1.0,1.0,73,1,1,1,1,1.0
574,1.0,1.0,74,0,1,0,1,1.0
575,1.0,1.0,75,1,0,1,0,1.0
576,1.0,1.0,76,1,0,1,0,1.0
577,1.0,1.0,77,0,0,0,0,1.0
578,1.0,1.0,78,0,1,0,1,1.0
579,1.0,1.0,79,0,0,0,0,1.0
580,1.0,1.0,80,1,0,1,0,1.0
581,1.0,1.0,81,0,0,0,0,1.0
582,1.0,1.0,82,0,0,0,0,1.0
583,1.0,1.0,83,1,1,1,1,1.0
584,1.0,1.0,84,0,1,0,1,1.0
585,1.0,1.0,85,1,1,1,1,1.0
586,1.0,1.0,86,0,0,0,0,1.0
587,1.0,1.0,87,0,0,0,0,1.0
588,1.0,1.0,88,0,1,0,1,1.0
589,1.0,1.0,89,1,0,1,0,1.0
590,1.0,1.0,90,0,1,0,1,1.0
591,1.0,1.0,91,1,0,1,0,1.0
592,1.0,1.0,92,0,1,0,1,1.0
593,1.0,1.0,93,0,0,0,0,1.0
594,1.0,1.0,94,0,1,0,1,1.0
595,1.0,1.0,95,0,1,0,1,1.0
596,1.0,1.0,96,1,1,1,1,1.0
597,1.0,1.0,97,0,0,0,0,1.0
598,1.0,1.0,98,1,0,1,0,1.0
599,1.0,1.0,99,0,1,0,1,1.0
,Gate fidelity,EPR channel fidelity,Sample index,M_Alice_1,M_Alice_2,M_Bob_1,M_Bob_2,Fidelity
0,1.0,0.0,0,1,0,1,1,0.0
1,1.0,0.0,1,1,1,1,0,0.0
2,1.0,0.0,2,0,1,0,1,0.0
3,1.0,0.0,3,0,0,0,1,0.4999999999999999
4,1.0,0.0,4,0,1,0,0,0.4999999999999998
5,1.0,0.0,5,1,0,1,0,0.0
6,1.0,0.0,6,0,1,1,1,0.0
7,1.0,0.0,7,0,1,0,1,0.0
8,1.0,0.0,8,1,1,1,1,0.0
9,1.0,0.0,9,1,0,0,1,0.0
10,1.0,0.0,10,1,1,0,1,0.49999999999999994
11,1.0,0.0,11,1,1,0,1,0.0
12,1.0,0.0,12,1,1,0,0,0.49999999999999994
13,1.0,0.0,13,0,1,0,0,0.0
14,1.0,0.0,14,1,1,1,1,0.4999999999999999
15,1.0,0.0,15,0,1,1,0,0.49999999999999994
16,1.0,0.0,16,0,0,0,1,0.4999999999999999
17,1.0,0.0,17,1,0,1,0,0.0
18,1.0,0.0,18,0,1,0,1,0.0
19,1.0,0.0,19,0,1,0,0,0.0
20,1.0,0.0,20,0,1,0,1,0.4999999999999999
21,1.0,0.0,21,0,0,0,0,0.0
22,1.0,0.0,22,0,1,1,0,0.49999999999999994
23,1.0,0.0,23,1,0,0,1,0.49999999999999994
24,1.0,0.0,24,1,1,1,0,0.0
25,1.0,0.0,25,1,1,1,1,0.4999999999999999
26,1.0,0.0,26,1,0,0,0,0.49999999999999994
27,1.0,0.0,27,1,1,1,0,0.0
28,1.0,0.0,28,1,0,1,0,0.0
29,1.0,0.0,29,1,1,1,1,0.4999999999999999
30,1.0,0.0,30,0,0,1,1,0.49999999999999994
31,1.0,0.0,31,0,0,0,1,0.0
32,1.0,0.0,32,0,0,0,0,0.4999999999999999
33,1.0,0.0,33,1,0,0,1,-1.9626155733547187e-17
34,1.0,0.0,34,1,1,1,0,0.4999999999999999
35,1.0,0.0,35,1,1,1,1,0.0
36,1.0,0.0,36,0,1,1,0,0.49999999999999994
37,1.0,0.0,37,1,1,1,0,0.4999999999999999
38,1.0,0.0,38,1,0,1,0,0.0
39,1.0,0.0,39,0,1,0,0,0.0
40,1.0,0.0,40,1,1,1,1,0.0
41,1.0,0.0,41,1,0,1,1,0.4999999999999999
42,1.0,0.0,42,0,1,0,0,0.4999999999999999
43,1.0,0.0,43,1,0,1,1,0.4999999999999999
44,1.0,0.0,44,1,0,1,0,0.4999999999999999
45,1.0,0.0,45,1,1,1,0,0.4999999999999999
46,1.0,0.0,46,0,1,1,0,0.0
47,1.0,0.0,47,0,1,0,1,0.4999999999999999
48,1.0,0.0,48,0,1,1,1,0.0
49,1.0,0.0,49,1,0,1,0,0.4999999999999999
50,1.0,0.0,50,0,1,1,1,0.49999999999999994
51,1.0,0.0,51,0,1,0,0,0.0
52,1.0,0.0,52,0,0,0,0,0.0
53,1.0,0.0,53,1,0,1,1,0.0
54,1.0,0.0,54,0,0,1,1,0.0
55,1.0,0.0,55,1,1,0,0,1.9626155733547187e-17
56,1.0,0.0,56,0,1,0,1,0.0
57,1.0,0.0,57,0,0,1,1,0.0
58,1.0,0.0,58,1,0,0,1,0.0
59,1.0,0.0,59,0,1,0,0,0.0
60,1.0,0.0,60,1,0,0,0,0.49999999999999994
61,1.0,0.0,61,1,1,1,1,0.0
62,1.0,0.0,62,1,0,1,0,0.0
63,1.0,0.0,63,1,0,1,0,0.0
64,1.0,0.0,64,1,1,1,0,0.4999999999999999
65,1.0,0.0,65,1,1,0,1,0.0
66,1.0,0.0,66,0,1,1,1,-1.9626155733547187e-17
67,1.0,0.0,67,0,1,1,0,0.49999999999999994
68,1.0,0.0,68,1,0,1,1,0.4999999999999999
69,1.0,0.0,69,1,1,1,1,0.4999999999999999
70,1.0,0.0,70,1,1,1,1,0.0
71,1.0,0.0,71,1,1,1,0,0.0
72,1.0,0.0,72,0,1,0,0,0.4999999999999999
73,1.0,0.0,73,1,0,0,0,0.49999999999999994
74,1.0,0.0,74,1,1,0,1,0.0
75,1.0,0.0,75,0,1,1,1,0.49999999999999994
76,1.0,0.0,76,0,1,1,1,0.49999999999999994
77,1.0,0.0,77,1,0,1,0,0.4999999999999999
78,1.0,0.0,78,0,1,0,0,0.4999999999999999
79,1.0,0.0,79,0,1,0,0,0.0
80,1.0,0.0,80,1,0,1,0,0.4999999999999998
81,1.0,0.0,81,0,0,0,0,0.0
82,1.0,0.0,82,0,1,0,1,0.4999999999999999
83,1.0,0.0,83,1,1,1,0,0.4999999999999999
84,1.0,0.0,84,1,1,0,1,0.49999999999999994
85,1.0,0.0,85,0,0,0,0,0.4999999999999998
86,1.0,0.0,86,0,1,0,1,0.4999999999999999
87,1.0,0.0,87,0,0,0,1,0.4999999999999998
88,1.0,0.0,88,0,1,0,0,0.4999999999999999
89,1.0,0.0,89,1,1,0,0,0.0
90,1.0,0.0,90,1,0,1,0,0.4999999999999999
91,1.0,0.0,91,0,1,0,0,0.4999999999999999
92,1.0,0.0,92,0,1,1,1,-1.9626155733547187e-17
93,1.0,0.0,93,0,0,0,1,0.4999999999999998
94,1.0,0.0,94,0,0,1,1,0.0
95,1.0,0.0,95,1,0,1,1,0.4999999999999998
96,1.0,0.0,96,0,0,0,0,0.0
97,1.0,0.0,97,0,0,1,1,0.0
98,1.0,0.0,98,1,0,0,1,0.0
99,1.0,0.0,99,1,0,1,0,0.4999999999999999
100,1.0,0.2,0,0,0,1,0,0.0
101,1.0,0.2,1,1,1,0,0,0.0
102,1.0,0.2,2,0,1,1,1,2.4651903288156616e-32
103,1.0,0.2,3,1,1,1,0,6.077163357286273e-64
104,1.0,0.2,4,1,0,1,0,0.0
105,1.0,0.2,5,0,1,0,0,1.0
106,1.0,0.2,6,1,1,1,1,0.9999999999999998
107,1.0,0.2,7,1,1,0,1,0.9999999999999997
108,1.0,0.2,8,1,1,1,1,1.0
109,1.0,0.2,9,0,1,0,0,2.4651903288156624e-32
110,1.0,0.2,10,1,0,0,0,0.0
111,1.0,0.2,11,1,1,1,1,0.0
112,1.0,0.2,12,1,0,0,0,0.49999999999999994
113,1.0,0.2,13,1,0,0,0,0.0
114,1.0,0.2,14,0,0,0,1,2.4651903288156613e-32
115,1.0,0.2,15,0,0,1,1,0.0
116,1.0,0.2,16,1,1,1,0,2.4651903288156613e-32
117,1.0,0.2,17,0,1,1,1,0.0
118,1.0,0.2,18,1,0,1,0,0.0
119,1.0,0.2,19,0,0,0,1,0.0
120,1.0,0.2,20,1,0,0,0,0.0
121,1.0,0.2,21,1,1,1,0,6.077163357286273e-64
122,1.0,0.2,22,0,1,1,1,2.4651903288156624e-32
123,1.0,0.2,23,1,0,1,1,6.077163357286273e-64
124,1.0,0.2,24,0,0,0,0,0.0
125,1.0,0.2,25,0,1,0,1,1.0
126,1.0,0.2,26,1,0,1,0,1.0
127,1.0,0.2,27,0,1,0,1,0.0
128,1.0,0.2,28,0,0,1,0,2.4651903288156624e-32
129,1.0,0.2,29,0,0,1,1,1.0
130,1.0,0.2,30,0,1,1,1,1.0
131,1.0,0.2,31,0,1,1,1,0.9999999999999997
132,1.0,0.2,32,0,0,1,0,0.0
133,1.0,0.2,33,0,1,1,1,1.0
134,1.0,0.2,34,0,1,0,1,0.0
135,1.0,0.2,35,0,0,1,1,0.0
136,1.0,0.2,36,1,0,1,1,0.0
137,1.0,0.2,37,1,0,0,0,0.9999999999999997
138,1.0,0.2,38,1,1,0,1,0.0
139,1.0,0.2,39,1,0,0,0,0.0
140,1.0,0.2,40,0,1,0,0,2.4651903288156613e-32
141,1.0,0.2,41,0,1,0,1,0.0
142,1.0,0.2,42,1,0,1,1,0.0
143,1.0,0.2,43,0,1,0,1,0.0
144,1.0,0.2,44,1,1,1,1,0.0
145,1.0,0.2,45,0,1,0,1,0.0
146,1.0,0.2,46,1,1,0,1,2.4651903288156624e-32
147,1.0,0.2,47,1,1,0,1,0.0
148,1.0,0.2,48,1,1,0,0,0.0
149,1.0,0.2,49,0,1,0,1,0.0
150,1.0,0.2,50,1,0,0,0,1.0
151,1.0,0.2,51,1,0,1,0,0.0
152,1.0,0.2,52,1,1,1,0,0.0
153,1.0,0.2,53,1,0,1,1,2.4651903288156613e-32
154,1.0,0.2,54,0,0,1,1,0.0
155,1.0,0.2,55,0,0,0,0,0.9999999999999997
156,1.0,0.2,56,0,0,0,1,0.9999999999999997
157,1.0,0.2,57,1,1,0,0,0.9999999999999997
158,1.0,0.2,58,0,0,0,0,0.9999999999999997
159,1.0,0.2,59,1,1,1,0,1.0
160,1.0,0.2,60,0,0,1,0,0.0
161,1.0,0.2,61,0,1,0,1,0.0
162,1.0,0.2,62,1,0,0,1,0.0
163,1.0,0.2,63,0,0,1,1,0.9999999999999997
164,1.0,0.2,64,1,1,1,1,1.0
165,1.0,0.2,65,0,1,1,0,0.9999999999999997
166,1.0,0.2,66,1,0,1,0,1.0
167,1.0,0.2,67,0,1,1,1,0.0
168,1.0,0.2,68,1,0,1,0,0.0
169,1.0,0.2,69,0,0,1,1,0.0
170,1.0,0.2,70,0,1,1,1,0.49999999999999994
171,1.0,0.2,71,0,1,0,1,0.9999999999999997
172,1.0,0.2,72,1,0,1,1,6.077163357286273e-64
173,1.0,0.2,73,0,1,1,0,0.0
174,1.0,0.2,74,1,1,1,1,0.9999999999999997
175,1.0,0.2,75,1,0,1,1,0.0
176,1.0,0.2,76,1,1,0,0,0.0
177,1.0,0.2,77,0,0,1,1,0.0
178,1.0,0.2,78,0,0,1,0,1.0
179,1.0,0.2,79,0,0,1,0,0.0
180,1.0,0.2,80,0,0,1,0,0.0
181,1.0,0.2,81,1,1,0,0,0.9999999999999997
182,1.0,0.2,82,0,1,0,1,1.0
183,1.0,0.2,83,0,0,1,1,0.9999999999999997
184,1.0,0.2,84,1,1,1,1,0.0
185,1.0,0.2,85,1,0,1,1,0.0
186,1.0,0.2,86,0,1,1,1,0.0
187,1.0,0.2,87,0,0,1,0,0.49999999999999994
188,1.0,0.2,88,0,0,0,0,1.0
189,1.0,0.2,89,1,1,0,0,0.0
190,1.0,0.2,90,0,0,1,1,3.0814879110195774e-33
191,1.0,0.2,91,0,0,1,1,0.0
192,1.0,0.2,92,0,1,1,0,0.0
193,1.0,0.2,93,0,1,0,1,0.0
194,1.0,0.2,94,0,0,1,0,1.0
195,1.0,0.2,95,0,1,0,1,0.0
196,1.0,0.2,96,0,0,0,1,0.0
197,1.0,0.2,97,0,0,1,1,0.0
198,1.0,0.2,98,0,0,1,1,0.0
199,1.0,0.2,99,1,1,1,0,2.4651903288156613e-32
200,1.0,0.4,0,1,0,1,0,3.2070404484030034e-34
201,1.0,0.4,1,0,1,0,1,1.0
202,1.0,0.4,2,0,1,1,1,-2.9245251020114347e-25
203,1.0,0.4,3,0,1,0,0,0.9245283018867922
204,1.0,0.4,4,1,1,0,1,1.0215763832501384e-05
205,1.0,0.4,5,1,1,1,1,0.9999999999999998
206,1.0,0.4,6,0,1,1,0,0.9261579111254983
207,1.0,0.4,7,0,0,0,1,0.07384208567147524
208,1.0,0.4,8,0,0,0,0,1.0
209,1.0,0.4,9,1,1,0,1,6.209432647891915e-07
210,1.0,0.4,10,0,1,0,0,0.07384208567147524
211,1.0,0.4,11,1,1,1,1,1.0
212,1.0,0.4,12,0,1,0,1,1.0
213,1.0,0.4,13,0,1,1,0,4.445946262812425e-34
214,1.0,0.4,14,1,0,0,1,0.00012015313345274937
215,1.0,0.4,15,1,0,0,1,4.445946262812425e-34
216,1.0,0.4,16,0,1,0,0,0.24290743141377558
217,1.0,0.4,17,0,1,0,1,7.150167987090935e-38
218,1.0,0.4,18,1,0,0,0,0.0
219,1.0,0.4,19,0,1,0,0,0.9736008366969922
220,1.0,0.4,20,1,0,1,0,3.207040448403001e-34
221,1.0,0.4,21,0,0,1,0,0.9805886153831718
222,1.0,0.4,22,0,0,1,0,0.0
223,1.0,0.4,23,1,0,1,0,1.0
224,1.0,0.4,24,1,0,1,1,0.924528301886792
225,1.0,0.4,25,1,0,1,1,0.9245283018867922
226,1.0,0.4,26,1,0,1,1,5.541826502231962e-64
227,1.0,0.4,27,1,1,0,1,6.209432647891915e-07
228,1.0,0.4,28,0,1,1,1,1.0
229,1.0,0.4,29,0,0,0,0,1.0
230,1.0,0.4,30,1,0,0,1,6.761801097333848e-35
231,1.0,0.4,31,0,1,0,1,1.0
232,1.0,0.4,32,0,0,1,0,0.012806687215359679
233,1.0,0.4,33,1,1,1,0,0.2814784224852125
234,1.0,0.4,34,0,0,0,0,0.04067541271734354
235,1.0,0.4,35,1,1,1,1,1.0
236,1.0,0.4,36,1,0,0,1,0.0005582816630994342
237,1.0,0.4,37,0,1,0,1,0.0
238,1.0,0.4,38,1,0,0,0,3.408486290523692e-09
239,1.0,0.4,39,0,0,1,1,0.07547091496947686
240,1.0,0.4,40,0,0,1,1,0.07384203981972944
241,1.0,0.4,41,0,0,0,0,1.0
242,1.0,0.4,42,1,0,0,0,1.0
243,1.0,0.4,43,1,0,0,0,1.0
244,1.0,0.4,44,1,0,0,0,1.0
245,1.0,0.4,45,0,0,1,0,0.001859645578003112
246,1.0,0.4,46,0,0,1,0,0.0
247,1.0,0.4,47,1,0,1,0,0.0
248,1.0,0.4,48,0,0,0,1,3.87020079663128e-32
249,1.0,0.4,49,1,0,0,1,1.5064186224964892e-36
250,1.0,0.4,50,0,1,1,0,0.9261579111254983
251,1.0,0.4,51,1,1,0,0,0.49627791563275425
252,1.0,0.4,52,0,1,0,0,8.064934503248131e-64
253,1.0,0.4,53,0,0,0,0,7.150167987090307e-38
254,1.0,0.4,54,0,1,1,1,0.9999896186129422
255,1.0,0.4,55,1,1,0,1,0.0
256,1.0,0.4,56,0,0,1,1,1.5064186224964892e-36
257,1.0,0.4,57,0,0,1,0,1.0
258,1.0,0.4,58,1,1,1,0,0.9354186296481549
259,1.0,0.4,59,1,1,1,1,1.0
260,1.0,0.4,60,1,1,1,0,7.689472003096916e-64
261,1.0,0.4,61,1,0,1,0,-1.533293416683374e-19
262,1.0,0.4,62,0,1,1,1,0.0
263,1.0,0.4,63,0,0,0,1,1.5066852960195429e-62
264,1.0,0.4,64,1,1,1,1,0.0
265,1.0,0.4,65,0,1,0,1,0.0
266,1.0,0.4,66,0,1,0,1,1.0
267,1.0,0.4,67,0,0,1,1,4.4459462628124255e-34
268,1.0,0.4,68,1,1,0,0,1.7673562376007427e-34
269,1.0,0.4,69,0,0,0,1,5.541826502231962e-64
270,1.0,0.4,70,0,0,0,0,4.145551173055882e-05
271,1.0,0.4,71,0,1,1,1,0.0
272,1.0,0.4,72,1,0,0,1,1.5064186224964892e-36
273,1.0,0.4,73,1,0,1,1,0.07384208567147524
274,1.0,0.4,74,0,1,0,0,0.07384208567147524
275,1.0,0.4,75,0,0,0,0,0.7326307539113106
276,1.0,0.4,76,1,0,1,1,0.07384208567147524
277,1.0,0.4,77,0,1,0,0,1.0942623171948017e-63
278,1.0,0.4,78,0,0,0,0,0.012491640038313382
279,1.0,0.4,79,1,1,1,0,0.9245283018867922
280,1.0,0.4,80,1,0,0,1,6.761801097333847e-35
281,1.0,0.4,81,1,0,0,0,0.985567167571642
282,1.0,0.4,82,0,0,0,1,5.084973421402802e-64
283,1.0,0.4,83,1,0,1,0,3.2070404484030034e-34
284,1.0,0.4,84,0,1,0,0,0.9245283018867922
285,1.0,0.4,85,1,0,0,1,6.761801097333848e-35
286,1.0,0.4,86,1,0,0,1,1.5064186224964892e-36
287,1.0,0.4,87,1,1,0,1,1.0
288,1.0,0.4,88,0,1,0,1,1.0
289,1.0,0.4,89,0,1,0,0,1.0942623171948017e-63
290,1.0,0.4,90,1,1,1,0,0.07384208567147524
291,1.0,0.4,91,1,1,1,0,0.07384208567147524
292,1.0,0.4,92,0,1,0,0,8.064934503248131e-64
293,1.0,0.4,93,1,0,0,1,0.9261579111254983
294,1.0,0.4,94,0,1,0,1,1.0
295,1.0,0.4,95,1,1,1,1,2.278559782106193e-34
296,1.0,0.4,96,0,0,1,1,0.0005503604928635256
297,1.0,0.4,97,0,1,0,0,0.07384208567147524
298,1.0,0.4,98,0,0,0,0,1.0
299,1.0,0.4,99,1,1,1,0,7.689472003096918e-64
300,1.0,0.6,0,0,0,0,0,1.0
301,1.0,0.6,1,1,1,1,0,9.495567745759801e-64
302,1.0,0.6,2,1,0,0,0,0.0
303,1.0,0.6,3,0,0,0,1,0.8
304,1.0,0.6,4,0,0,0,0,1.0
305,1.0,0.6,5,0,0,0,0,0.9999999999999997
306,1.0,0.6,6,1,1,0,1,0.0
307,1.0,0.6,7,1,1,1,1,1.0
308,1.0,0.6,8,1,0,0,0,0.0
309,1.0,0.6,9,1,0,1,1,9.735924304324346e-64
310,1.0,0.6,10,0,1,0,1,1.0
311,1.0,0.6,11,0,0,0,1,1.89080492737442e-63
312,1.0,0.6,12,0,1,0,0,1.604750949033406e-63
313,1.0,0.6,13,0,1,1,0,1.5407439555097887e-33
314,1.0,0.6,14,1,1,1,0,0.058823529411764705
315,1.0,0.6,15,1,0,1,1,0.058823529411764705
316,1.0,0.6,16,0,0,0,1,1.4501119581268585e-33
317,1.0,0.6,17,1,1,0,1,1.0
318,1.0,0.6,18,0,0,0,0,0.0
319,1.0,0.6,19,1,0,1,1,4.652828195422302e-64
320,1.0,0.6,20,0,1,0,0,9.495567745759801e-64
321,1.0,0.6,21,1,0,1,1,7.691409874065437e-64
322,1.0,0.6,22,1,0,1,1,0.9999999999999997
323,1.0,0.6,23,1,1,1,1,1.2745124631974352e-33
324,1.0,0.6,24,0,1,1,1,0.19999999999999996
325,1.0,0.6,25,1,0,0,1,1.5407439555097887e-33
326,1.0,0.6,26,1,0,1,0,1.0
327,1.0,0.6,27,1,1,0,1,1.0
328,1.0,0.6,28,1,1,1,1,1.0
329,1.0,0.6,29,0,0,0,1,0.9999999999999997
330,1.0,0.6,30,1,0,1,0,1.0
331,1.0,0.6,31,0,0,0,0,0.5000000000000002
332,1.0,0.6,32,1,1,1,0,3.1687566116246234e-32
333,1.0,0.6,33,1,0,0,1,0.0
334,1.0,0.6,34,1,1,1,1,1.0
335,1.0,0.6,35,1,1,1,0,3.658760947038074e-64
336,1.0,0.6,36,1,1,0,1,0.0
337,1.0,0.6,37,1,1,1,1,1.0
338,1.0,0.6,38,1,0,1,1,0.05882352941176462
339,1.0,0.6,39,1,0,0,0,0.19999999999999996
340,1.0,0.6,40,1,1,1,1,1.0
341,1.0,0.6,41,0,0,0,0,1.0
342,1.0,0.6,42,1,0,1,0,0.0
343,1.0,0.6,43,0,1,0,1,1.0
344,1.0,0.6,44,1,1,1,0,0.8
345,1.0,0.6,45,0,1,1,0,1.5407439555097887e-33
346,1.0,0.6,46,1,0,1,0,1.0
347,1.0,0.6,47,0,0,0,1,0.8
348,1.0,0.6,48,1,0,1,1,0.8
349,1.0,0.6,49,1,0,1,0,1.0
350,1.0,0.6,50,0,1,0,0,1.604750949033406e-63
351,1.0,0.6,51,0,0,0,0,1.0
352,1.0,0.6,52,0,0,0,0,0.0
353,1.0,0.6,53,1,0,1,0,1.0
354,1.0,0.6,54,1,0,0,0,0.0
355,1.0,0.6,55,1,0,1,0,1.0
356,1.0,0.6,56,1,1,1,1,1.0
357,1.0,0.6,57,0,1,0,1,1.0
358,1.0,0.6,58,0,1,0,0,2.7442190785245824e-63
359,1.0,0.6,59,1,0,0,1,1.5407439555097887e-33
360,1.0,0.6,60,1,1,0,0,0.9999999999999997
361,1.0,0.6,61,1,0,0,1,1.5407439555097887e-33
362,1.0,0.6,62,0,1,1,0,0.7999999999999999
363,1.0,0.6,63,0,0,0,0,1.0
364,1.0,0.6,64,0,0,0,0,1.0
365,1.0,0.6,65,0,1,0,1,0.0
366,1.0,0.6,66,0,0,0,1,0.06752194463200538
367,1.0,0.6,67,1,1,1,0,2.638524023810514e-32
368,1.0,0.6,68,0,1,0,1,1.0
369,1.0,0.6,69,1,1,1,1,1.0
370,1.0,0.6,70,0,0,1,0,1.0
371,1.0,0.6,71,1,0,0,0,1.0
372,1.0,0.6,72,1,1,1,1,1.0
373,1.0,0.6,73,1,1,1,0,2.7442190785245824e-63
374,1.0,0.6,74,1,0,1,0,1.0
375,1.0,0.6,75,0,1,1,1,0.0
376,1.0,0.6,76,0,0,1,0,-2.4532694666933983e-18
377,1.0,0.6,77,0,1,0,0,0.9999999999999997
378,1.0,0.6,78,0,1,0,1,6.933347799794049e-33
379,1.0,0.6,79,1,1,1,1,0.047058823529411695
380,1.0,0.6,80,0,1,0,1,1.0
381,1.0,0.6,81,0,0,0,0,1.0
382,1.0,0.6,82,0,1,1,0,1.5407439555097887e-33
383,1.0,0.6,83,1,0,1,0,1.0
384,1.0,0.6,84,1,0,1,0,1.0
385,1.0,0.6,85,1,1,0,0,6.077163357286274e-64
386,1.0,0.6,86,0,1,0,0,2.6192647243666386e-32
387,1.0,0.6,87,1,0,1,1,0.9999999999999997
388,1.0,0.6,88,0,1,1,0,3.625279895317149e-34
389,1.0,0.6,89,0,0,0,0,1.0
390,1.0,0.6,90,1,0,1,0,1.0
391,1.0,0.6,91,1,0,0,1,0.0
392,1.0,0.6,92,1,0,1,0,1.0
393,1.0,0.6,93,0,1,1,1,1.0
394,1.0,0.6,94,1,0,1,1,9.735924304324346e-64
395,1.0,0.6,95,0,1,0,1,0.0
396,1.0,0.6,96,1,0,0,0,0.0
397,1.0,0.6,97,1,0,1,1,9.735924304324346e-64
398,1.0,0.6,98,1,1,1,1,1.0
399,1.0,0.6,99,1,1,1,1,1.0
400,1.0,0.8,0,1,1,1,1,1.0
401,1.0,0.8,1,0,0,1,1,0.0
402,1.0,0.8,2,0,1,0,1,1.0
403,1.0,0.8,3,1,0,1,0,0.0
404,1.0,0.8,4,0,1,1,1,0.0
405,1.0,0.8,5,0,0,0,0,1.0
406,1.0,0.8,6,1,1,1,1,1.0
407,1.0,0.8,7,1,0,1,0,0.0
408,1.0,0.8,8,0,1,0,1,1.0
409,1.0,0.8,9,0,1,0,0,0.0
410,1.0,0.8,10,0,1,0,1,1.0
411,1.0,0.8,11,1,0,1,0,1.0
412,1.0,0.8,12,1,0,1,0,1.0
413,1.0,0.8,13,1,1,1,1,1.0
414,1.0,0.8,14,1,0,1,0,1.0
415,1.0,0.8,15,0,0,0,0,1.0
416,1.0,0.8,16,0,1,0,1,1.0
417,1.0,0.8,17,0,0,0,0,1.0
418,1.0,0.8,18,1,0,1,0,1.0
419,1.0,0.8,19,1,1,1,1,0.0
420,1.0,0.8,20,1,0,1,0,1.0
421,1.0,0.8,21,1,0,1,0,1.0
422,1.0,0.8,22,0,1,0,1,1.0
423,1.0,0.8,23,1,1,0,1,1.0
424,1.0,0.8,24,1,0,1,0,0.0
425,1.0,0.8,25,1,0,1,0,1.0
426,1.0,0.8,26,1,1,1,0,1.5192908393215678e-64
427,1.0,0.8,27,1,0,1,0,1.0
428,1.0,0.8,28,0,0,0,0,1.0
429,1.0,0.8,29,1,0,1,0,1.0
430,1.0,0.8,30,0,1,0,1,0.0
431,1.0,0.8,31,0,1,0,1,0.0
432,1.0,0.8,32,0,1,0,1,1.0
433,1.0,0.8,33,0,1,0,1,1.0
434,1.0,0.8,34,1,0,1,0,1.0
435,1.0,0.8,35,1,1,0,0,0.0
436,1.0,0.8,36,0,0,0,0,1.0
437,1.0,0.8,37,1,1,1,1,1.0
438,1.0,0.8,38,1,0,1,0,1.0
439,1.0,0.8,39,0,1,0,1,1.0
440,1.0,0.8,40,1,1,1,1,1.0
441,1.0,0.8,41,1,0,1,0,1.0
442,1.0,0.8,42,0,1,0,1,0.9999999999999997
443,1.0,0.8,43,0,0,1,0,1.0
444,1.0,0.8,44,1,1,1,1,1.0
445,1.0,0.8,45,1,1,0,0,0.0
